"filename", "language", "Batch", "PowerShell", "Properties", "C++", "Python", "HTML", "Markdown", "Visual Basic", "XSL", "JavaScript", "reStructuredText", "CSS", "JSON", "Shell Script", "C", "XML", "Ini", "Lua", "comment", "blank", "total"
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\QtQuickWidgets.pyi", "Python", 0, 0, 0, 0, -68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -23, -14, -105
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\QtRemoteObjects.pyi", "Python", 0, 0, 0, 0, -128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -22, -48, -198
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\QtSensors.pyi", "Python", 0, 0, 0, 0, -406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -22, -237, -665
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\QtSerialPort.pyi", "Python", 0, 0, 0, 0, -200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -22, -30, -252
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\QtSql.pyi", "Python", 0, 0, 0, 0, -574, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -23, -84, -681
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\QtSvg.pyi", "Python", 0, 0, 0, 0, -101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -23, -24, -148
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\QtTest.pyi", "Python", 0, 0, 0, 0, -128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -23, -24, -175
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\QtTextToSpeech.pyi", "Python", 0, 0, 0, 0, -65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -22, -18, -105
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\QtWebChannel.pyi", "Python", 0, 0, 0, 0, -21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -22, -15, -58
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\QtWebSockets.pyi", "Python", 0, 0, 0, 0, -157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -22, -28, -207
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\QtWidgets.pyi", "Python", 0, 0, 0, 0, -8971, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -23, -1125, -10119
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\QtWinExtras.pyi", "Python", 0, 0, 0, 0, -232, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -23, -43, -298
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\QtXml.pyi", "Python", 0, 0, 0, 0, -554, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -22, -135, -711
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\QtXmlPatterns.pyi", "Python", 0, 0, 0, 0, -280, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -22, -74, -376
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\__init__.py", "Python", 0, 0, 0, 0, -23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -17, -11, -51
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\pylupdate_main.py", "Python", 0, 0, 0, 0, -174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -18, -56, -248
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\pyrcc_main.py", "Python", 0, 0, 0, 0, -122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -22, -47, -191
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\sip.pyi", "Python", 0, 0, 0, 0, -58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -36, -104
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\Compiler\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -20, -1, -21
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\Compiler\compiler.py", "Python", 0, 0, 0, 0, -63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -40, -21, -124
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\Compiler\indenter.py", "Python", 0, 0, 0, 0, -27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, -13, -78
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\Compiler\misc.py", "Python", 0, 0, 0, 0, -13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, -9, -60
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\Compiler\proxy_metaclass.py", "Python", 0, 0, 0, 0, -32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -52, -17, -101
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\Compiler\qobjectcreator.py", "Python", 0, 0, 0, 0, -101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -39, -41, -181
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\Compiler\qtproxies.py", "Python", 0, 0, 0, 0, -298, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -70, -103, -471
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\Loader\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -20, -1, -21
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\Loader\loader.py", "Python", 0, 0, 0, 0, -18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, -11, -67
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\Loader\qobjectcreator.py", "Python", 0, 0, 0, 0, -73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -42, -36, -151
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\__init__.py", "Python", 0, 0, 0, 0, -138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -54, -54, -246
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\driver.py", "Python", 0, 0, 0, 0, -91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -20, -39, -150
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\exceptions.py", "Python", 0, 0, 0, 0, -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, -6, -54
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\icon_cache.py", "Python", 0, 0, 0, 0, -92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -27, -41, -160
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\objcreator.py", "Python", 0, 0, 0, 0, -87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -43, -34, -164
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\port_v2\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -20, -1, -21
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\port_v2\as_string.py", "Python", 0, 0, 0, 0, -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -22, -10, -41
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\port_v2\ascii_upper.py", "Python", 0, 0, 0, 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -22, -7, -34
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\port_v2\proxy_base.py", "Python", 0, 0, 0, 0, -6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -20, -6, -32
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\port_v2\string_io.py", "Python", 0, 0, 0, 0, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -21, -3, -28
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\port_v3\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -20, -1, -21
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\port_v3\as_string.py", "Python", 0, 0, 0, 0, -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -22, -10, -41
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\port_v3\ascii_upper.py", "Python", 0, 0, 0, 0, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -22, -5, -31
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\port_v3\proxy_base.py", "Python", 0, 0, 0, 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -20, -5, -30
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\port_v3\string_io.py", "Python", 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -21, -3, -25
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\properties.py", "Python", 0, 0, 0, 0, -336, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -70, -118, -524
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\pyuic.py", "Python", 0, 0, 0, 0, -53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -21, -23, -97
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\uiparser.py", "Python", 0, 0, 0, 0, -748, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -88, -217, -1053
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\widget-plugins\qaxcontainer.py", "Python", 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -26, -5, -34
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\widget-plugins\qscintilla.py", "Python", 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -26, -5, -34
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\widget-plugins\qtcharts.py", "Python", 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -26, -5, -34
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\widget-plugins\qtprintsupport.py", "Python", 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -26, -5, -34
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\widget-plugins\qtquickwidgets.py", "Python", 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -26, -5, -34
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\widget-plugins\qtwebenginewidgets.py", "Python", 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -26, -5, -34
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PyQt5\uic\widget-plugins\qtwebkit.py", "Python", 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -44, -5, -52
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\PySide6_Addons.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -70, 0, 0, 0, 0, 0, 0, 0, -70
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\PySide6_Essentials.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -55, 0, 0, 0, 0, 0, 0, 0, -55
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\Qt3DAnimation.pyi", "Python", 0, 0, 0, 0, -362, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -134, -501
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\Qt3DCore.pyi", "Python", 0, 0, 0, 0, -456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -128, -589
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\Qt3DExtras.pyi", "Python", 0, 0, 0, 0, -856, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -187, -1048
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\Qt3DInput.pyi", "Python", 0, 0, 0, 0, -293, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -104, -402
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\Qt3DLogic.pyi", "Python", 0, 0, 0, 0, -18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -17, -40
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\Qt3DRender.pyi", "Python", 0, 0, 0, 0, -1827, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -590, -2422
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtAsyncio\__init__.py", "Python", 0, 0, 0, 0, -59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, -14, -84
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtAsyncio\events.py", "Python", 0, 0, 0, 0, -492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -86, -149, -727
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtAsyncio\futures.py", "Python", 0, 0, 0, 0, -89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -25, -120
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtAsyncio\tasks.py", "Python", 0, 0, 0, 0, -130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -40, -37, -207
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtAxContainer.pyi", "Python", 0, 0, 0, 0, -159, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -58, -222
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtBluetooth.pyi", "Python", 0, 0, 0, 0, -1237, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -212, -1454
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtCharts.pyi", "Python", 0, 0, 0, 0, -1386, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -296, -1687
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtConcurrent.pyi", "Python", 0, 0, 0, 0, -83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -32, -120
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtCore.pyi", "Python", 0, 0, 0, 0, -9443, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -1301, -10749
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtDBus.pyi", "Python", 0, 0, 0, 0, -564, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -123, -692
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtDataVisualization.pyi", "Python", 0, 0, 0, 0, -1235, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -218, -1458
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtDesigner.pyi", "Python", 0, 0, 0, 0, -442, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -149, -596
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtGraphs.pyi", "Python", 0, 0, 0, 0, -1690, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -288, -1983
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtGraphsWidgets.pyi", "Python", 0, 0, 0, 0, -251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -27, -283
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtGui.pyi", "Python", 0, 0, 0, 0, -9731, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -1488, -11224
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtHelp.pyi", "Python", 0, 0, 0, 0, -260, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -86, -351
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtHttpServer.pyi", "Python", 0, 0, 0, 0, -231, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -50, -286
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtLocation.pyi", "Python", 0, 0, 0, 0, -808, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -210, -1023
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtMultimedia.pyi", "Python", 0, 0, 0, 0, -1263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -281, -1549
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtMultimediaWidgets.pyi", "Python", 0, 0, 0, 0, -43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -19, -67
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtNetwork.pyi", "Python", 0, 0, 0, 0, -2346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -415, -2766
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtNetworkAuth.pyi", "Python", 0, 0, 0, 0, -282, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -68, -355
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtNfc.pyi", "Python", 0, 0, 0, 0, -313, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -73, -391
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtOpenGL.pyi", "Python", 0, 0, 0, 0, -13809, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -261, -14075
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtOpenGLWidgets.pyi", "Python", 0, 0, 0, 0, -56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -19, -80
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtPdf.pyi", "Python", 0, 0, 0, 0, -239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -77, -321
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtPdfWidgets.pyi", "Python", 0, 0, 0, 0, -70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -24, -99
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtPositioning.pyi", "Python", 0, 0, 0, 0, -523, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -117, -645
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtPrintSupport.pyi", "Python", 0, 0, 0, 0, -306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -76, -387
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtQml.pyi", "Python", 0, 0, 0, 0, -814, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -203, -1022
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtQuick.pyi", "Python", 0, 0, 0, 0, -1345, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -344, -1694
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtQuick3D.pyi", "Python", 0, 0, 0, 0, -223, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -59, -287
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtQuickControls2.pyi", "Python", 0, 0, 0, 0, -24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -17, -46
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtQuickTest.pyi", "Python", 0, 0, 0, 0, -10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -11, -26
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtQuickWidgets.pyi", "Python", 0, 0, 0, 0, -69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -19, -93
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtRemoteObjects.pyi", "Python", 0, 0, 0, 0, -259, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -103, -367
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtScxml.pyi", "Python", 0, 0, 0, 0, -229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -87, -321
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtSensors.pyi", "Python", 0, 0, 0, 0, -429, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -227, -661
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtSerialBus.pyi", "Python", 0, 0, 0, 0, -636, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -192, -833
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtSerialPort.pyi", "Python", 0, 0, 0, 0, -145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -35, -185
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtSpatialAudio.pyi", "Python", 0, 0, 0, 0, -187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -49, -241
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtSql.pyi", "Python", 0, 0, 0, 0, -578, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -107, -690
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtStateMachine.pyi", "Python", 0, 0, 0, 0, -212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -77, -294
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtSvg.pyi", "Python", 0, 0, 0, 0, -94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -25, -124
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtSvgWidgets.pyi", "Python", 0, 0, 0, 0, -42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -17, -64
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtTest.pyi", "Python", 0, 0, 0, 0, -330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -35, -370
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtTextToSpeech.pyi", "Python", 0, 0, 0, 0, -141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -37, -183
"c:\Users\Ravi\Desktop\College_project\myenv\Lib\site-packages\PySide6\QtUiTools.pyi", "Python", 0, 0, 0, 0, -36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -15, -56
